Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari,Oferta,Promocio,URL,Date
Nadal,Mantegades i panettones,0,0,0,GIULIETTA Panettone de xocolata,"3,25 €",0.5kg,"(6,50 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/31221/details,02/11/2020
Nadal,Mantegades i panettones,0,0,0,LA FORTALEZA Assortit de mantegades sense sucre,"2,35 €",0.35kg,"(6,71 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/28067/details,02/11/2020
Nadal,Mantegades i panettones,0,0,0,LA FORTALEZA Mantegades Extra,"4,99 €",0.7kg,"(7,13 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/22912/details,02/11/2020
Nadal,Mantegades i panettones,0,0,0,DALCOLLE Mini panettone Haribo,"1,50 €",0.05kg,"(30,00 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/64837/details,02/11/2020
,,,,,PRODUCTE NO OBTINGUT,,,,,,,
Nadal,Mantegades i panettones,0,0,0,LA FORTALEZA Boletes de coco i xocolata,"2,69 €",0.3L,"(8,97 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/42605/details,02/11/2020
Nadal,Mantegades i panettones,0,0,0,DELAVIUDA Figuretes de massapà,"2,85 €",0.2kg,"(14,25 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/60625/details,02/11/2020
Nadal,Mantegades i panettones,0,0,0,"LA FORTALEZA Polvorons d'espelta, sègol i ametlla","2,85 €",0.4kg,"(7,13 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/22544/details,02/11/2020
Nadal,Mantegades i panettones,0,0,0, LA FORTALEZA Assortit de mantegades,"3,95 €",1kg,"(3,95 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80356/details,02/11/2020
Nadal,Mantegades i panettones,0,0,0,ANTEQUERA Polvorons d'ametlles sense sucre,"3,99 €",0.2kg,"(19,95 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/67072/details,02/11/2020
Nadal,Mantegades i panettones,0,0,0,MATA Hojaldrinas,"4,89 €",0.5kg,"(9,78 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/42887/details,02/11/2020
Nadal,Mantegades i panettones,0,0,0,DALCOLLE Panettone,"6,50 €",1kg,"(6,50 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/02376/details,02/11/2020
Nadal,Mantegades i panettones,0,0,0,MOTTA Tartufone Dolce,"10,99 €",0.65kg,"(16,91 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/15671/details,02/11/2020
Nadal,Neules,0,0,0,SOSA Neuló tradicional,"1,99 €",16 per paquet,"(0,12 € per article)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/25012/details,02/11/2020
Nadal,Neules,0,0,0,SOSA Neules artesanes amb xocolata,"3,20 €",0.18kg,"(17,78 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00579/details,02/11/2020
Nadal,Neules,0,0,0,SOSA Neuló tradicional xocolata,"3,50 €",14 per paquet,"(0,25 € per article)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/87564/details,02/11/2020
Nadal,Neules,0,0,0,SOSA Neules de xocolata,"1,50 €",0.11kg,"(13,64 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/04316/details,02/11/2020
Nadal,Neules,0,0,0,SOSA Neuló tradicional,"2,79 €",0.18kg,"(15,50 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/87562/details,02/11/2020
Nadal,Neules,0,0,0,ANTIU XIXONA Neules farcides de torró,"2,99 €",0.2kg,"(14,95 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/62288/details,02/11/2020
Nadal,Neules,0,0,0,SOSA Neuló tradicional xocolata blanca,"3,50 €",14 per paquet,"(0,25 € per article)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/87565/details,02/11/2020
Nadal,Neules,0,0,0,SOSA Neula sense sucre,"3,25 €",0.09kg,"(36,11 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/24659/details,02/11/2020
Nadal,Neules,0,0,0,BONPREU Neules,"0,99 €",25 per paquet,"(0,04 € per article)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80055/details,02/11/2020
Nadal,Neules,0,0,0,SOSA Neules de xocolata blanca,"2,95 €",0.225kg,"(13,11 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/47453/details,02/11/2020
Nadal,Neules,0,0,0,SOSA Neules de xocolata blanca i negre,"2,99 €",0.225kg,"(13,29 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/43189/details,02/11/2020
Nadal,Neules,0,0,0,TRIAS Neules sense gluten,"2,25 €",0.1kg,"(22,50 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/28421/details,02/11/2020
Nadal,Neules,0,0,0,TRIAS Neules de xocolata Km0 sense gluten,"4,50 €",0.165kg,"(27,27 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/05923/details,02/11/2020
,,,,,PRODUCTE NO OBTINGUT,,,,,,,
,,,,,PRODUCTE NO OBTINGUT,,,,,,,
Ofertes,2es unitats amb descompte,0,0,0,BUITONI Base pizza Finissima,"1,99 €",0.26kg,"(7,65 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/40075/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,LAY'S GOURMET Patates fregides Gourmet,"2,29 €",0.18kg,"(12,72 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/46413/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,DINOSAURUS Galetes de cereals,"2,13 €",0.411kg,"(5,18 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/02750/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,FONT VELLA Aigua mineral natural 6x33CL,"2,34 €",6 x 0.33L,"(1,18 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/32314/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,SCHWEPPES Refresc de llimona,"0,69 €",0.33L,"(2,09 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/32645/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,ORLANDO Tomàquet fregit,"0,68 €",0.35kg,"(1,94 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/22251/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,PRINCIPE Galetes mini farcides de crema de xoc.,"1,45 €",0.16kg,"(9,06 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/80761/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,CHIPS AHOY Galetes amb xocolata mini,"1,45 €",0.16kg,"(9,06 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/28299/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,EVAX Protector íntim normal,"2,13 €",50 per paquet,"(0,04 € per article)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/22419/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,FINDUS Pèsols superfins,"1,99 €",0.4kg,"(4,98 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/35224/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,OREO Galetes de cacau farcides de crema mini,"1,45 €",0.16kg,"(9,06 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/01868/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,LAY'S GOURMET Patates fregides tall fi,"2,29 €",0.15kg,"(15,27 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/24922/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,NESTLÉ CHOCAPIC Cereals torrats amb xocolata,"2,80 €",0.5kg,"(5,60 € per quilo)",SI,2a unitat 70% de descompte,https://www.compraonline.bonpreuesclat.cat/products/46385/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,SERPIS Olives farcides d'anxova,"2,99 €",3 x 0.05kg,"(19,93 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/10985/details,02/11/2020
,,,,,PRODUCTE NO OBTINGUT,,,,,,,
Ofertes,2es unitats amb descompte,0,0,0,SOLIS Tomàquet fregit amb oli d'oliva,"1,17 €",0.36kg,"(3,25 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/86726/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,BONPREU Tonyina clara en oli d'oliva,"1,24 €",0.072kg,"(17,22 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/86822/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,ROYAL Salmó fumat,"5,25 €",0.1kg,"(52,50 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/24577/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,GERMANOR Oli d'oliva verge extra,"6,09 €",0.75L,"(8,12 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/66074/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,BUITONI Pasta de full rectangular,"1,99 €",0.23kg,"(8,65 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/05696/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,SNATT'S Bastonets de pa amb pipes,"0,89 €",0.062kg,"(14,35 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/49289/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,QUELY Picos amb oli d'oliva,"1,03 €",0.225kg,"(4,58 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/39438/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,VIVE SOY Beguda de soja natural,"1,45 €",1L,"(1,45 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/83713/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,SCOTTEX Paper higiènic humit,"2,75 €",74 per paquet,"(0,04 € per article)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/03481/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,HELLMANN'S Maionesa,"1,15 €",0.225kg,"(5,11 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/05488/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,VERNEL Suavitzant concentrat Cel Blau,"2,75 €",1.311L,"(2,10 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/83054/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,SEVEN UP Refresc de llima i llimona,"0,48 €",0.33L,"(1,45 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/03341/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,GRANINI Nèctar de taronja sense sucre,"2,02 €",1L,"(2,02 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/00945/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,ALBO Tonyina clara en oli d'oliva verge extra,"2,65 €",0.082kg,"(32,32 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/65789/details,02/11/2020
Ofertes,2es unitats amb descompte,0,0,0,EVAX Protector íntim maxi,"2,55 €",40 per paquet,"(0,06 € per article)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/69804/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,ESTRELLA DAMM Cervesa especial,"5,85 €",12 x 0.25L,"(1,95 € per litre)",SI,"Abans 6,72€",https://www.compraonline.bonpreuesclat.cat/products/27414/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,YOSOY Beguda de civada ecològica,"1,35 €",1L,"(1,35 € per litre)",SI,"Abans 1,60€",https://www.compraonline.bonpreuesclat.cat/products/07700/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,BONPREU Tonyina clara en oli d'oliva,"1,99 €",3 x 0.052kg,"(12,76 € per quilo)",SI,"Abans 2,15€",https://www.compraonline.bonpreuesclat.cat/products/08422/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,COCA-COLA Refresc de cola,"7,68 €",12 x 0.33L,"(1,94 € per litre)",SI,"Abans 8,28€",https://www.compraonline.bonpreuesclat.cat/products/72156/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,COCA-COLA Refresc de cola Zero,"6,96 €",12 x 0.33L,"(1,76 € per litre)",SI,"Abans 7,56€",https://www.compraonline.bonpreuesclat.cat/products/72158/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,DAMM Cervesa Inedit,"1,09 €",0.33L,"(3,30 € per litre)",SI,"Abans 1,37€",https://www.compraonline.bonpreuesclat.cat/products/36720/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,MILKA Xocolata amb llet,"0,79 €",0.125kg,"(6,32 € per quilo)",SI,"Abans 0,88€",https://www.compraonline.bonpreuesclat.cat/products/02772/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,BONNATUR Pernil cuit extra,"1,85 €",0.14kg,"(13,21 € per quilo)",SI,"Abans 1,99€",https://www.compraonline.bonpreuesclat.cat/products/09321/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,YOSOY Beguda d'arròs ecològica,"1,45 €",1L,"(1,45 € per litre)",SI,"Abans 1,65€",https://www.compraonline.bonpreuesclat.cat/products/07887/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,BONPREU Llom de porc extra fi,"2,85 €",0.3kg,"(9,50 € per quilo)",SI,"Abans 3,35€",https://www.compraonline.bonpreuesclat.cat/products/07084/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,MALQUERIDA Cervesa fresca,"0,49 €",0.25L,"(1,96 € per litre)",SI,"Abans 0,57€",https://www.compraonline.bonpreuesclat.cat/products/45121/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,BONNATUR Pit d'indiot,"1,85 €",0.13kg,"(14,23 € per quilo)",SI,"Abans 1,99€",https://www.compraonline.bonpreuesclat.cat/products/09368/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,TRINA Refresc de taronja sense gas,"1,15 €",1.5L,"(0,77 € per litre)",SI,"Abans 1,39€",https://www.compraonline.bonpreuesclat.cat/products/02429/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,BONPREU Oli d'oliva verge extra,"3,29 €",0.75L,"(4,39 € per litre)",SI,"Abans 3,69€",https://www.compraonline.bonpreuesclat.cat/products/84474/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,BONPREU Pernilets pollastre,"2,25 €",0.46kg,"(4,89 € per quilo)",SI,"Abans 2,49€",https://www.compraonline.bonpreuesclat.cat/products/70364/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,BONPREU Llom de salmó sense pell,"7,59 €",0.25kg,"(30,36 € per quilo)",SI,"Abans 7,99€",https://www.compraonline.bonpreuesclat.cat/products/37814/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,CRUZCAMPO Cervesa pilsen,"0,45 €",0.33L,"(1,36 € per litre)",SI,"Abans 0,58€",https://www.compraonline.bonpreuesclat.cat/products/57841/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,LA COLLITA Cor d'enciam romà,"1,39 €",2 per paquet,"(0,70 € per article)",SI,"Abans 1,59€",https://www.compraonline.bonpreuesclat.cat/products/06701/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,HANDY BAG Bossa escombraries antibacteris 30 l,"3,15 €",25 per paquet,"(0,13 € per article)",SI,"Abans 3,35€",https://www.compraonline.bonpreuesclat.cat/products/06742/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,KIRI Formatge fos a porcions,"2,19 €",0.144kg,"(15,21 € per quilo)",SI,"Abans 2,39€",https://www.compraonline.bonpreuesclat.cat/products/02942/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,MINUTE MAID Nèctar de taronja,"1,00 €",1L,"(1,00 € per litre)",SI,"Abans 1,39€",https://www.compraonline.bonpreuesclat.cat/products/04960/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,BURGO DE ARIAS Formatge fresc natural,"3,85 €",6 x 0.072kg,"(8,91 € per quilo)",SI,"Abans 3,99€",https://www.compraonline.bonpreuesclat.cat/products/08593/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,CARBONELL Oli d'oliva suau,"2,89 €",1L,"(2,89 € per litre)",SI,"Abans 3,59€",https://www.compraonline.bonpreuesclat.cat/products/01211/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,SERPIS Olives negres sense pinyol,"1,99 €",2 x 0.043kg,"(23,14 € per quilo)",SI,"Abans 2,29€",https://www.compraonline.bonpreuesclat.cat/products/65489/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,GARCIA BAQUERO Formatge de mescla semicurat,"2,85 €",0.2kg,"(14,25 € per quilo)",SI,"Abans 2,95€",https://www.compraonline.bonpreuesclat.cat/products/80571/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,BONPREU Carn magra,"2,85 €",0.41kg,"(6,95 € per quilo)",SI,"Abans 2,99€",https://www.compraonline.bonpreuesclat.cat/products/69948/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,FAIRY Sabó rentavaixelles aroma àloe vera,"2,49 €",0.82L,"(3,04 € per litre)",SI,"Abans 2,89€",https://www.compraonline.bonpreuesclat.cat/products/09021/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,BONPREU Bacallà al punt de sal,"4,39 €",0.27kg,"(16,26 € per quilo)",SI,"Abans 4,50€",https://www.compraonline.bonpreuesclat.cat/products/32817/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,ARLA Formatge mozzarella ratllat,"2,35 €",0.15kg,"(15,67 € per quilo)",SI,"Abans 2,49€",https://www.compraonline.bonpreuesclat.cat/products/64379/details,02/11/2020
Ofertes,Preu rebaixat,0,0,0,JARDINS Vi blanc DO Empordà,"4,59 €",0.75L,"(6,12 € per litre)",SI,"Abans 5,19€",https://www.compraonline.bonpreuesclat.cat/products/84733/details,02/11/2020
Ofertes,Unitats regal,0,0,0,BONPREU Pernil cuit extra extrafí,"1,45 €",0.15kg,"(9,67 € per quilo)",SI,4x3 Combina'ls com vulguis,https://www.compraonline.bonpreuesclat.cat/products/78242/details,02/11/2020
Ofertes,Unitats regal,0,0,0,GALLINA BLANCA Brou casolà de pollastre,"1,80 €",1L,"(1,80 € per litre)",SI,3x2 Combina'ls com vulguis,https://www.compraonline.bonpreuesclat.cat/products/31774/details,02/11/2020
Ofertes,Unitats regal,0,0,0,BONPREU Pernil serrano reserva,"4,29 €",0.24kg,"(17,88 € per quilo)",SI,4x3 Combina'ls com vulguis,https://www.compraonline.bonpreuesclat.cat/products/84566/details,02/11/2020
Ofertes,Unitats regal,0,0,0,GALLINA BLANCA Brou casolà d'escudella,"1,80 €",1L,"(1,80 € per litre)",SI,3x2 Combina'ls com vulguis,https://www.compraonline.bonpreuesclat.cat/products/41574/details,02/11/2020
Ofertes,Unitats regal,0,0,0,BONPREU Espetec extra,"1,89 €",0.08kg,"(23,63 € per quilo)",SI,4x3 Combina'ls com vulguis,https://www.compraonline.bonpreuesclat.cat/products/34062/details,02/11/2020
Ofertes,Unitats regal,0,0,0,BONPREU Pernil cuit extra a talls,"1,99 €",0.125kg,"(15,92 € per quilo)",SI,4x3 Combina'ls com vulguis,https://www.compraonline.bonpreuesclat.cat/products/12955/details,02/11/2020
Ofertes,Unitats regal,0,0,0,BONPREU Llonganissa estil tradicional extra,"1,79 €",0.1kg,"(17,90 € per quilo)",SI,4x3 Combina'ls com vulguis,https://www.compraonline.bonpreuesclat.cat/products/10490/details,02/11/2020
Ofertes,Unitats regal,0,0,0,GALLINA BLANCA Brou casolà de peix,"1,80 €",1L,"(1,80 € per litre)",SI,3x2 Combina'ls com vulguis,https://www.compraonline.bonpreuesclat.cat/products/01499/details,02/11/2020
Ofertes,Unitats regal,0,0,0,BONPREU Pernil curat 50% Duroc,"2,85 €",0.1kg,"(28,50 € per quilo)",SI,4x3 Combina'ls com vulguis,https://www.compraonline.bonpreuesclat.cat/products/11123/details,02/11/2020
Ofertes,Unitats regal,0,0,0,BONPREU Tomàquet triturat amb ceba,"0,69 €",0.39kg,"(1,77 € per quilo)",SI,3x2 Combina'ls com vulguis,https://www.compraonline.bonpreuesclat.cat/products/81149/details,02/11/2020
